Device_ID,Device_Type,BS_position,No_of_sensors,Threshold_distance,Energy_consumed_by_amplifier_long_distance,Initial_energy,Cluster_radius,Energy_consumed_by_electronics_circuit,Energy_consumed_by_amplifier_short_distance,Simulation_time,Secondary_model_parameter_value,Bandwidth,Data_packet_size,Message_size,ICMP_IPV4_TYPE,ICMP_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE,ATTACK,LABEL,DATASET
Device_3590,Camera,3.83,362,196.66,0.0053532240220622185,0.88,12.55,0.0015928102197878618,1.4238330606537682e-05,5808,3.857,630,1846,3065,0,8,47089,28,30298,425,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_3591,Sensor,238.12,359,81.47,0.005122128977377284,3.834,64.56,0.0023007725272299146,0.00010433751798625511,8073,8.872,792,265,3917,3,0,51163,28,46553,226,Data_Exfiltration,1,NF-ToN-IoT-v2
Device_3592,Gateway,938.45,119,48.06,0.007120192593281953,3.539,56.78,0.0017855328992618347,0.0009493217906094606,4216,4.464,653,57,367,3,0,13129,1,62883,425,Botnet,1,NF-CSE-CIC-IDS2018-v2
Device_3593,Actuator,171.09,492,88.68,0.004158815061627199,1.768,68.82,0.003622369804784148,0.00019514790104437676,5626,4.28,625,554,2951,8,8,44367,2,54367,530,Brute_Force,1,NF-BoT-IoT-v2
Device_3594,Gateway,113.24,416,126.66,0.0010876945139591866,0.57,48.64,0.0011464981382849544,0.00042393968295612527,2841,0.211,911,415,1800,0,8,6526,2,23293,530,Brute_Force,1,NF-CSE-CIC-IDS2018-v2
Device_3595,Sensor,570.19,147,50.56,0.007908224275854867,1.018,83.39,0.003327552011962018,0.000851188284761772,897,0.619,249,1591,167,11,8,23681,15,44793,200,Brute_Force,1,NF-ToN-IoT-v2
Device_3596,Sensor,861.84,60,65.37,0.006880044732949255,1.625,92.42,0.004642238912212054,1.0101348800588415e-05,2626,6.746,366,424,3466,0,0,5245,1,59952,220,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_3597,Router,477.11,412,172.36,0.009506222209027918,4.175,8.8,0.0014715764915109386,0.0009259273975761413,4851,9.383,89,493,427,8,0,57713,2,73003,425,Port_Scan,1,NF-ToN-IoT-v2
Device_3598,Sensor,994.56,60,199.81,0.004344290140893842,2.594,75.69,0.003416764021285239,6.295373765740497e-05,7831,2.322,877,1783,3501,8,8,47843,5,15438,220,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_3599,Gateway,679.17,485,70.45,0.0008742360034198378,4.633,8.34,0.0008034494956311538,0.00017916035902877062,862,1.03,821,870,1169,8,0,34162,15,32592,425,Brute_Force,1,NF-ToN-IoT-v2
Device_3600,Camera,74.07,96,38.28,0.0013040279649961055,4.051,47.28,0.0006947813162765697,3.881250789908529e-05,8909,2.217,732,1193,1918,0,8,47512,1,76045,530,DDoS,1,NF-CSE-CIC-IDS2018-v2
Device_3601,Camera,992.83,77,160.7,0.007755863477710473,1.792,48.85,0.0006666579425178434,0.0005243248457722525,4906,2.202,999,768,630,8,8,41788,28,25201,530,Normal,0,NF-BoT-IoT-v2
Device_3602,Router,407.89,93,124.09,0.0007707970995081592,4.304,71.14,0.0007787880322422095,0.0009436633669846473,3963,3.002,456,1920,2911,0,0,55556,1,6861,150,Port_Scan,1,NF-BoT-IoT-v2
Device_3603,Gateway,287.4,476,29.08,0.009087478834799925,1.025,38.48,0.0011592078645162656,0.0008406462454780962,3786,1.038,415,141,1835,8,0,51227,5,18775,226,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_3604,Gateway,557.88,51,189.89,0.002888336101822335,0.663,82.99,0.002857869428448792,0.000643351060802032,867,2.432,455,1530,2787,3,0,35664,5,64363,530,Data_Exfiltration,1,NF-BoT-IoT-v2
Device_3605,Sensor,304.31,228,24.83,0.008998902501735316,3.238,37.57,0.003858229678216133,0.00019363375119786104,5701,9.221,563,1383,4012,11,8,12737,28,60594,226,DDoS,1,NF-ToN-IoT-v2
Device_3606,Gateway,86.46,66,128.82,0.007757717803129368,2.038,37.54,0.0007215994161834874,0.0008709011275417144,3285,8.913,511,237,1172,0,0,12814,28,59192,200,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_3607,Actuator,1.43,235,90.55,0.008724890259287731,1.982,26.16,0.004363073208894551,0.0007572276372253518,9312,3.231,175,1126,1306,11,0,57526,28,186,150,DoS,1,NF-CSE-CIC-IDS2018-v2
Device_3608,Sensor,449.58,205,115.76,0.002218992948522661,3.592,69.97,0.004229309793708108,0.00027417928591200836,7529,9.969,935,241,2479,0,8,375,15,27909,425,Port_Scan,1,NF-CSE-CIC-IDS2018-v2
Device_3609,Actuator,836.86,257,50.51,0.005997365608554326,4.325,12.28,0.003664201329864168,0.0008070382717618981,1177,3.054,209,216,1961,0,0,26405,5,83180,425,Port_Scan,1,NF-ToN-IoT-v2
Device_3610,Router,572.32,175,140.74,0.0010265324075169836,1.95,39.49,0.002187232417361218,0.0008783798246515304,1990,7.246,629,633,788,3,8,47068,28,23993,425,Data_Exfiltration,1,NF-ToN-IoT-v2
Device_3611,Camera,999.21,71,192.35,0.002102579598639822,1.963,30.35,0.00010763045064507659,0.0007012437523053746,1726,6.476,313,790,778,3,0,36758,5,33987,425,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_3612,Router,286.85,272,97.1,0.0031680320506389578,2.902,26.79,0.003700348212371454,0.00010938030946082293,6746,0.739,946,1438,2936,0,8,57553,15,79660,220,DoS,1,NF-ToN-IoT-v2
Device_3613,Camera,280.46,121,109.36,0.00743404465594923,3.439,10.79,0.0044070321089145536,0.0009844043748965022,1671,3.489,371,776,1899,8,0,14861,15,7724,425,Normal,0,NF-BoT-IoT-v2
Device_3614,Router,159.75,262,55.56,0.0003446723559459848,1.413,23.09,0.0017429032432421236,8.524097907632642e-05,3775,9.52,313,922,1329,0,0,28703,5,53782,226,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_3615,Gateway,164.06,208,179.45,0.009040861100434151,4.607,47.39,0.0036181390499834816,0.0006579292482687314,9883,0.604,803,430,3297,0,8,10283,28,58473,150,Normal,0,NF-BoT-IoT-v2
Device_3616,Actuator,285.19,187,194.52,0.000800954785757925,3.445,52.86,0.0004040333103702803,0.00011942000265373829,5532,1.831,504,576,1266,3,0,48581,1,80504,331,Normal,0,NF-ToN-IoT-v2
Device_3617,Camera,792.84,445,159.4,0.0038272529339118087,3.313,30.6,0.003576524870211049,0.0009063592250346137,9484,9.712,86,938,2052,3,0,30043,2,55071,226,DDoS,1,NF-CSE-CIC-IDS2018-v2
Device_3618,Sensor,905.76,35,113.13,0.000902787320452983,4.569,66.77,0.00043471175215957595,0.00035647790658815503,4873,0.494,647,1714,155,11,0,41845,5,55046,425,Brute_Force,1,NF-ToN-IoT-v2
Device_3619,Actuator,975.09,419,191.79,0.007712781646723401,4.583,36.9,0.0029772130458545418,0.0005163879921639277,5144,4.521,821,713,1587,11,8,39027,15,46131,220,Normal,0,NF-BoT-IoT-v2
Device_3620,Sensor,232.29,255,39.23,0.0014990182366872923,1.11,39.89,0.0030280111008869387,0.00018697396852037046,9420,9.192,266,1009,1737,8,0,36474,28,80325,331,DoS,1,NF-CSE-CIC-IDS2018-v2
Device_3621,Actuator,881.3,28,100.91,0.00885909341159833,1.153,79.35,0.0015805671166767156,0.0005510965678853064,9407,9.442,220,1781,1593,11,8,20851,2,24897,530,Normal,0,NF-ToN-IoT-v2
Device_3622,Actuator,328.26,274,112.15,0.005349197667256109,3.929,57.44,0.0004877013626759844,0.0009394515061865995,4908,9.795,295,345,687,11,0,64977,5,17026,331,Port_Scan,1,NF-ToN-IoT-v2
Device_3623,Router,112.84,326,103.46,0.009489880912608422,4.806,95.55,0.004751740396090942,0.0009026167399268253,3852,4.865,698,259,4043,11,8,994,1,56470,425,Botnet,1,NF-CSE-CIC-IDS2018-v2
Device_3624,Camera,870.02,29,162.46,0.0029745730368011336,3.499,39.13,0.002724329279681404,7.325696100021353e-05,1428,0.956,506,689,232,8,8,35257,1,40476,331,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_3625,Camera,636.11,115,137.38,0.004597729903596072,2.351,83.64,0.0029408148131069263,0.000384475921409594,4223,7.75,989,1201,2498,0,0,2661,15,14750,425,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_3626,Actuator,164.73,246,34.07,0.006973044927062823,3.576,75.14,0.003113602356249321,0.00027475704941174465,1411,7.119,163,1077,3456,0,8,48131,15,74488,220,Normal,0,NF-BoT-IoT-v2
Device_3627,Gateway,429.83,315,75.83,0.00833594179445251,1.53,89.57,0.00446613484193816,0.000486547862341958,4550,5.838,127,1656,2212,8,8,54642,15,6407,150,DoS,1,NF-CSE-CIC-IDS2018-v2
Device_3628,Gateway,287.26,473,74.42,0.004271435168681508,4.991,95.9,0.0003952526582791121,0.0008353918707117191,2825,8.894,827,1941,1383,0,8,30397,5,73072,226,Normal,0,NF-ToN-IoT-v2
Device_3629,Sensor,736.79,255,117.47,0.008935082129438925,2.44,5.73,0.004477110062477411,0.0007414632677929364,7671,9.125,117,723,3120,11,0,15344,1,13912,150,Botnet,1,NF-BoT-IoT-v2
Device_3630,Sensor,453.42,90,65.38,0.0012680733624115131,4.693,13.39,0.001274414892195243,0.0003505384102422089,2283,6.864,406,331,2304,11,8,3515,1,54878,425,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_3631,Router,989.28,159,32.28,0.0071159787162199456,2.439,69.06,0.00048195622302210243,0.000388839171266575,253,1.21,649,958,1548,11,8,20446,15,24851,220,Normal,0,NF-ToN-IoT-v2
Device_3632,Actuator,54.74,406,134.2,0.0035471699239152383,4.677,42.07,0.0033206026754435234,0.0006577124420881578,5682,1.046,768,1320,933,11,0,22218,15,13211,200,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_3633,Sensor,355.02,405,171.7,0.00110322129291271,2.011,82.82,0.00488718065685775,0.00020228291714432137,915,4.145,356,1105,2830,0,8,61677,28,65969,425,DoS,1,NF-CSE-CIC-IDS2018-v2
Device_3634,Sensor,481.9,19,187.01,0.003927979112339839,3.922,6.14,0.00038048612490231985,0.00011170073994304643,1219,2.998,776,773,3421,8,0,63546,1,61134,226,Normal,0,NF-ToN-IoT-v2
Device_3635,Actuator,503.13,330,194.79,0.008814134682407122,4.78,81.66,0.002187996908383093,0.0002501625795688131,2255,1.417,990,1430,3351,8,8,25930,15,55294,226,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_3636,Router,315.94,233,158.41,0.009807285325757536,3.407,17.85,0.0026959441741845496,0.0001327921070389055,5265,6.151,222,92,1543,8,0,31644,15,2110,530,DoS,1,NF-CSE-CIC-IDS2018-v2
Device_3637,Sensor,729.24,423,36.54,0.003988718585294778,3.549,32.57,0.0013353829241071016,0.0003584644008148531,1309,6.867,376,1074,3074,3,0,37778,15,75206,425,Normal,0,NF-ToN-IoT-v2
Device_3638,Router,874.75,273,172.09,0.008875522239283114,0.963,97.06,0.004916073530849544,0.000938190126218832,8745,7.01,314,339,1038,8,8,24208,28,43694,200,Data_Exfiltration,1,NF-CSE-CIC-IDS2018-v2
Device_3639,Camera,938.72,158,85.99,0.0051455787207945955,2.634,9.9,0.003240719751558754,0.0001290964812649161,6528,1.835,895,1878,2339,3,8,54787,1,12181,530,Brute_Force,1,NF-ToN-IoT-v2
Device_3640,Router,805.09,287,148.68,0.007198448872873022,4.49,38.16,0.004237318296948886,0.0008201389221729761,1206,3.128,863,568,424,8,8,63403,1,24874,331,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_3641,Gateway,850.58,283,110.94,0.0005491770805108496,1.584,13.03,0.0021373106416613962,0.0005393015511237711,4516,2.071,150,1262,106,11,0,27395,1,26382,226,Normal,0,NF-BoT-IoT-v2
Device_3642,Gateway,550.55,203,167.44,0.005617388522641832,4.048,86.09,0.001834383847009607,0.0006365740457357892,5364,6.053,236,1380,2292,8,0,31674,28,8334,530,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_3643,Router,825.89,441,90.85,0.0007946031684888053,3.541,71.79,0.0028104736849173515,0.00017838154433790114,1137,5.714,863,106,2622,3,0,5515,5,53094,226,Botnet,1,NF-ToN-IoT-v2
Device_3644,Gateway,303.5,181,21.74,0.0027593177752286134,1.503,81.03,0.0022328643688705346,0.00015985957835717554,3433,5.083,168,1708,2573,11,0,7920,28,54805,530,DDoS,1,NF-BoT-IoT-v2
Device_3645,Camera,398.48,274,115.8,0.0057114618260999195,1.773,55.09,0.0036032454701702926,0.00017111624004369246,513,3.031,495,1473,1946,3,8,28974,2,37899,530,DoS,1,NF-CSE-CIC-IDS2018-v2
Device_3646,Actuator,316.91,460,42.55,0.008090921287574637,2.424,38.98,0.001402508642037794,0.0006703922476278305,8004,2.447,412,1383,2397,0,0,51078,28,9566,425,DoS,1,NF-ToN-IoT-v2
Device_3647,Gateway,467.39,319,193.45,0.005652847073658715,1.063,5.22,0.002302996052352758,0.0007503103840743118,2039,8.915,942,1336,1384,0,0,5076,2,15284,226,Normal,0,NF-ToN-IoT-v2
Device_3648,Gateway,285.58,35,110.12,0.00936829625704058,4.61,31.4,0.004486150461740893,0.0009210424950545238,755,0.584,69,1658,1643,0,8,63968,15,11333,220,Data_Exfiltration,1,NF-CSE-CIC-IDS2018-v2
Device_3649,Router,961.61,478,115.18,0.008122291825000771,3.827,53.88,0.0038049287116823137,0.00040421042914046417,7557,6.598,721,1130,3172,11,0,16612,2,80575,200,Botnet,1,NF-ToN-IoT-v2
Device_3650,Camera,312.84,359,182.38,0.0016467774464405162,2.142,68.11,0.0009235438085876826,0.00046734969025913873,2579,0.294,564,1631,1972,11,8,44171,28,64463,530,Data_Exfiltration,1,NF-ToN-IoT-v2
Device_3651,Actuator,98.04,485,128.67,0.00395068900771658,1.848,26.75,0.0044456376640188274,0.00047489906583585433,5739,2.019,267,625,1848,3,8,12102,5,61834,226,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_3652,Router,526.82,365,67.52,0.006718005730337111,3.603,18.2,0.002986181293181421,0.00027719892375870146,9639,2.966,150,1817,1989,11,8,28725,1,235,530,Normal,0,NF-ToN-IoT-v2
Device_3653,Router,57.1,35,66.26,0.009390219712931972,2.409,24.15,0.003428507198035167,0.0003349503280975567,6021,8.876,815,1705,3218,8,8,39353,28,1939,425,DoS,1,NF-CSE-CIC-IDS2018-v2
Device_3654,Camera,110.54,43,105.3,0.009878387100572242,1.532,38.64,0.0015418571726614038,0.0008483520337159886,9608,1.464,857,640,1979,3,0,47678,1,9202,200,Normal,0,NF-BoT-IoT-v2
Device_3655,Actuator,219.39,273,174.66,0.007655545735831792,2.436,19.1,0.0022635668918147213,0.00035028496274006244,6620,9.384,525,643,3044,8,8,31886,2,61576,331,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_3656,Camera,464.35,147,161.0,0.0057803161252357035,4.421,19.9,0.00405338114664063,0.0008704051409042504,3706,8.173,382,1052,320,11,8,55204,15,51826,226,Brute_Force,1,NF-ToN-IoT-v2
Device_3657,Actuator,433.25,313,192.92,0.007590435928406121,0.809,9.16,0.0017203134719395922,0.0003122150343682226,5303,6.823,612,816,1304,8,0,54839,15,75517,150,Port_Scan,1,NF-BoT-IoT-v2
Device_3658,Camera,799.69,192,23.66,0.0028050405526930827,2.158,86.39,0.000908801915999947,0.0003464843309172238,4158,4.176,374,272,2633,11,0,64072,28,44475,425,Normal,0,NF-BoT-IoT-v2
Device_3659,Router,739.47,372,60.98,0.002907669969870364,4.831,25.88,0.0019536940736190546,0.0005646780630611222,5104,9.062,685,36,813,11,0,29792,2,49221,150,Normal,0,NF-ToN-IoT-v2
Device_3660,Router,426.32,251,25.24,0.006578058527007001,0.567,83.08,0.00043917147030600164,0.00011209557867179358,6568,5.327,506,1270,3161,8,0,57189,2,72105,425,DDoS,1,NF-CSE-CIC-IDS2018-v2
Device_3661,Sensor,333.7,63,152.71,0.008731172206359113,4.508,46.64,0.003617496646576168,0.0009228416444945469,8115,3.775,237,1634,3386,0,8,51791,1,36474,150,Normal,0,NF-ToN-IoT-v2
Device_3662,Gateway,316.47,471,36.76,0.009701113942845901,2.187,65.08,0.0008239549529935693,0.0008221958402521341,415,5.898,587,518,3350,11,0,24350,2,36766,150,Data_Exfiltration,1,NF-CSE-CIC-IDS2018-v2
Device_3663,Camera,774.0,177,28.98,0.003479212548229061,1.353,12.19,0.0014971169445981392,0.0006737987892325016,6163,2.399,325,388,720,3,0,34062,5,65007,425,Normal,0,NF-ToN-IoT-v2
Device_3664,Sensor,52.07,128,116.72,0.00798588086870307,0.567,60.44,0.004417296927214071,0.0009882437635611457,8512,2.801,889,425,2431,3,8,20609,15,75527,220,Normal,0,NF-BoT-IoT-v2
Device_3665,Gateway,12.82,152,88.18,0.008530154972346188,0.817,32.55,0.002748438523988178,2.5839367733433034e-05,6141,9.201,250,1210,797,0,8,50700,5,26696,425,DDoS,1,NF-ToN-IoT-v2
Device_3666,Camera,795.54,90,145.87,0.006269415106010789,1.273,14.04,0.0016745583589227308,0.0004169497132679997,2361,7.96,590,2007,2522,8,8,55031,5,50189,331,Normal,0,NF-ToN-IoT-v2
Device_3667,Actuator,477.15,254,102.53,0.003541159634074653,0.614,91.28,0.00278356776107294,0.0008597596277483575,7739,5.184,790,1446,2570,0,0,16900,1,4057,226,Port_Scan,1,NF-CSE-CIC-IDS2018-v2
Device_3668,Gateway,130.88,411,90.81,0.006228976796210631,2.011,62.34,0.001169560532196258,0.00043868710697625153,944,4.224,451,400,3459,8,0,45999,2,40098,331,Normal,0,NF-BoT-IoT-v2
Device_3669,Router,235.57,361,90.85,0.005886044152683977,0.702,27.96,0.00022334833555748968,1.518892344117793e-05,1614,8.095,754,60,3665,0,8,19872,1,36786,425,Normal,0,NF-ToN-IoT-v2
Device_3670,Sensor,932.5,367,175.66,0.00610460250738526,3.615,44.87,0.0030582891469226343,0.00016617657443999444,1208,5.749,931,1872,2450,11,0,48671,15,34415,150,DoS,1,NF-BoT-IoT-v2
Device_3671,Gateway,859.5,416,85.09,0.006230676116498443,4.185,38.91,0.003599217070645173,0.00043973168826288495,5223,4.209,928,1478,291,3,0,47284,1,18532,425,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_3672,Gateway,709.79,71,73.35,0.00848587608962978,4.494,71.56,0.0044109306506852995,0.0006712683823431963,1830,5.203,422,997,1323,0,0,31337,5,2398,331,DoS,1,NF-ToN-IoT-v2
Device_3673,Router,482.23,55,74.32,0.0017838069813465706,2.971,62.71,0.0038822284692171458,0.00017102772570097433,3285,2.404,826,40,2477,3,8,44015,1,71288,331,Normal,0,NF-ToN-IoT-v2
Device_3674,Camera,520.32,96,47.35,0.0037362100813901644,4.759,6.88,0.004640720732428024,0.00045356262969538613,1338,2.1,936,1255,2545,8,0,63724,2,10143,220,DoS,1,NF-BoT-IoT-v2
Device_3675,Actuator,975.24,108,173.53,0.005901417100772044,0.525,23.79,0.004931172030160065,2.2660652358188783e-05,5555,9.892,216,1500,2969,0,0,20991,1,27420,425,DoS,1,NF-BoT-IoT-v2
Device_3676,Router,965.77,304,37.86,0.0029049446122551017,1.103,50.42,0.003750183693954411,0.00048272551701195434,3024,9.699,732,365,2560,0,8,14868,2,13503,530,Botnet,1,NF-BoT-IoT-v2
Device_3677,Actuator,215.27,408,182.64,0.00978371590863199,1.819,47.32,0.004352824174068637,0.000896965231476784,6896,4.266,21,981,2618,0,0,3009,5,38277,530,DoS,1,NF-BoT-IoT-v2
Device_3678,Camera,811.1,62,63.86,0.0027051875700630588,4.051,54.08,0.003401284365818105,0.0006008003512083541,9482,5.201,305,261,3411,0,8,8163,2,82407,150,DoS,1,NF-CSE-CIC-IDS2018-v2
Device_3679,Gateway,197.24,481,180.89,0.004749325918359416,4.484,72.91,0.0009375951769205188,0.00044624907491489744,6139,8.289,353,424,3768,3,8,51132,2,74445,200,Brute_Force,1,NF-BoT-IoT-v2
Device_3680,Actuator,213.54,201,160.26,0.008785913952559376,3.282,69.79,0.0009903418889791963,0.00017063674233738112,3666,7.286,604,1883,2173,11,0,38325,2,70454,331,Normal,0,NF-ToN-IoT-v2
Device_3681,Sensor,676.09,456,120.58,0.0008926302603362399,2.225,40.42,0.0006402713359447893,0.00021039437788134655,1556,1.086,807,1363,3466,3,0,8416,2,23741,425,DDoS,1,NF-ToN-IoT-v2
Device_3682,Sensor,405.0,485,137.2,0.008224811220733094,3.496,88.37,0.004720576127968266,8.574485056937831e-05,1209,3.809,445,1944,250,11,0,35018,15,32279,530,Brute_Force,1,NF-CSE-CIC-IDS2018-v2
Device_3683,Router,931.54,89,71.91,0.005752982852849233,1.314,10.98,0.0033964833194129627,0.0007449869331249939,2030,2.576,612,1386,1624,0,0,48168,28,64330,331,Normal,0,NF-BoT-IoT-v2
Device_3684,Camera,89.01,25,119.1,0.00041484020411473714,2.56,60.53,0.003970557777281071,8.636392479905924e-05,7803,9.927,266,810,3003,11,0,60246,15,36985,150,Brute_Force,1,NF-BoT-IoT-v2
Device_3685,Router,511.53,369,65.56,0.009038837630471015,2.784,95.22,0.0017226709504393847,0.0003901093404468597,722,7.512,997,1415,1592,3,0,11173,1,80554,530,Port_Scan,1,NF-BoT-IoT-v2
Device_3686,Router,918.52,496,86.43,0.0004880486710118561,0.972,57.16,0.002356066379376113,0.0007523462465776273,2437,0.573,168,1730,914,0,8,65184,15,14626,220,Normal,0,NF-BoT-IoT-v2
Device_3687,Router,904.11,335,155.29,0.0052006561830858,0.652,48.24,0.00029491970599979474,0.0007156944724193602,1358,9.01,58,1642,2719,3,0,24295,15,50276,425,Normal,0,NF-BoT-IoT-v2
Device_3688,Sensor,156.53,203,56.35,0.0005854093390202431,3.875,17.72,0.004456136262131977,0.0005817568449194222,6400,9.287,601,1859,1408,3,0,8327,2,28152,226,Normal,0,NF-ToN-IoT-v2
Device_3689,Sensor,366.64,150,169.38,0.0008048809748975318,2.906,81.97,0.00427971680411688,0.0005755946567848074,4601,3.399,685,1238,1280,3,8,13795,1,7896,150,DoS,1,NF-CSE-CIC-IDS2018-v2
Device_3690,Router,619.12,117,81.42,0.00888332271115313,1.995,40.51,0.0039455755408350415,9.942479948898702e-05,7940,6.456,657,418,2365,11,0,61219,1,60340,530,Botnet,1,NF-CSE-CIC-IDS2018-v2
Device_3691,Sensor,159.39,312,111.11,0.007681672914928192,2.468,71.62,0.00038568013163783833,0.00018316611903694506,7389,6.852,633,140,642,0,8,37920,5,32469,425,DDoS,1,NF-BoT-IoT-v2
Device_3692,Camera,968.02,274,188.97,0.0020497176151244257,4.81,23.77,0.0009538237043294253,0.0005393970125361387,2123,7.323,757,370,377,0,0,42012,2,45741,226,DDoS,1,NF-BoT-IoT-v2
Device_3693,Router,914.75,456,139.44,0.0062426329348211134,2.232,8.98,0.001737436222996861,0.000354599524973024,976,6.966,324,1255,3117,3,8,58718,15,45393,200,Normal,0,NF-BoT-IoT-v2
Device_3694,Sensor,166.95,299,132.66,0.007967327727469034,0.966,34.02,0.0013890071091741914,2.8747730082405624e-05,7290,5.641,266,1236,3687,8,0,64568,5,7596,530,DDoS,1,NF-BoT-IoT-v2
Device_3695,Actuator,121.16,218,145.21,0.00890694734953196,2.586,31.73,0.004208453208802237,0.0008001850655503719,2626,9.543,885,1595,3359,3,0,52189,5,20187,226,Botnet,1,NF-CSE-CIC-IDS2018-v2
Device_3696,Router,85.41,484,184.44,0.00473623857570755,3.416,87.98,0.0010546952151830376,0.0006572751344364218,8636,5.173,62,596,494,11,0,25927,15,58147,331,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_3697,Router,909.44,422,57.22,0.008985248786271922,0.555,87.14,0.002707409880160975,0.0003325276120024057,3772,1.198,89,1815,1443,11,8,39356,1,42116,220,DDoS,1,NF-ToN-IoT-v2
Device_3698,Camera,193.62,174,126.52,0.00512771571990386,1.996,55.72,0.0028997673793146298,0.00010722314531945024,2013,0.896,416,1877,3562,0,8,53081,2,69941,530,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_3699,Gateway,416.28,436,86.07,0.006913457617559142,2.271,6.8,0.0021825580510964324,0.0005952887530356146,2545,0.282,584,1492,1479,8,8,62934,2,6306,425,Normal,0,NF-BoT-IoT-v2
Device_3700,Gateway,448.85,351,12.25,0.009792390658308878,2.587,26.69,0.00127937086547925,0.0003550640728809787,9076,4.336,682,864,2333,11,8,50545,15,12922,425,Normal,0,NF-BoT-IoT-v2
Device_3701,Camera,599.01,380,33.81,0.0024359227130258147,1.858,65.71,0.004805442025317544,0.0002628354436380612,1587,2.805,685,1876,3238,0,8,16310,2,79548,200,Normal,0,NF-ToN-IoT-v2
Device_3702,Camera,71.74,329,71.75,0.0017683606332165337,3.501,14.63,0.00212565628711821,0.0007242545604859973,4991,8.963,76,1095,2429,8,0,57011,28,1559,220,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_3703,Camera,226.76,161,117.35,0.003485986367280915,4.751,71.56,0.0036638189781296577,0.00033486856043894145,5334,8.685,405,253,2871,8,8,370,5,25215,425,DoS,1,NF-CSE-CIC-IDS2018-v2
Device_3704,Gateway,931.49,464,177.48,0.001727550324931063,4.613,6.14,0.0010018277895155216,0.00014468800668094366,549,8.395,365,328,1761,0,0,31658,5,61104,530,Port_Scan,1,NF-ToN-IoT-v2
Device_3705,Camera,908.41,299,160.31,0.0029132117764782543,3.49,69.84,0.004131774725827518,0.0004868372103512976,1527,8.686,923,1733,1863,11,8,53885,28,79935,220,Normal,0,NF-BoT-IoT-v2
Device_3706,Sensor,781.29,441,115.13,0.00745555470136898,2.781,85.23,0.001157869933844967,0.0008301811303670118,2695,3.046,896,1898,3672,3,0,18043,2,4603,425,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_3707,Router,19.4,277,24.04,0.004827487955620744,4.216,49.58,0.003409002455507828,0.0008511621963576311,2376,4.319,670,1084,3801,11,8,41881,1,49647,226,Normal,0,NF-ToN-IoT-v2
Device_3708,Router,327.01,160,64.32,0.0038129088154995284,4.262,83.76,0.0025818304072153567,0.0008508497331523451,5865,3.186,842,958,1306,11,0,52595,28,51614,530,Port_Scan,1,NF-BoT-IoT-v2
Device_3709,Actuator,627.96,216,79.67,0.0037503676522303514,4.233,79.25,0.0008181299908089898,0.0004267106410074669,8535,0.952,725,1756,3573,11,0,7657,28,24262,425,Normal,0,NF-BoT-IoT-v2
Device_3710,Actuator,275.19,264,128.13,0.0020258467515105265,1.21,68.78,0.00022225106116477862,0.0007930248691270404,2212,9.248,385,1257,2877,0,8,50428,5,25938,220,Botnet,1,NF-BoT-IoT-v2
Device_3711,Router,909.59,362,22.34,0.004529373397441253,0.614,47.29,0.004660666500370848,0.0008517284602858055,9237,6.198,9,1026,2066,0,0,6629,1,40173,530,Normal,0,NF-ToN-IoT-v2
Device_3712,Sensor,633.89,386,110.74,0.006283892031012945,4.924,30.83,0.0007158835164662454,0.00046494282809072005,1126,1.412,515,1863,2838,3,8,61286,1,58523,200,Port_Scan,1,NF-ToN-IoT-v2
Device_3713,Gateway,71.91,150,181.28,0.0014776328617304153,4.818,86.78,0.0035542620005658823,0.00032555199503117566,9815,2.14,369,1020,3304,11,0,63745,2,11997,530,Normal,0,NF-ToN-IoT-v2
Device_3714,Gateway,909.01,352,144.03,0.009730847328555125,3.04,66.62,0.0032981562988402217,0.0007049449013424878,3792,4.562,309,516,1679,11,0,43446,1,51141,220,Normal,0,NF-BoT-IoT-v2
Device_3715,Sensor,957.77,367,161.44,0.004488483646624663,4.969,80.81,0.0017744282079977798,0.000905424579632435,3149,0.614,170,161,2183,3,8,41561,2,54363,200,Normal,0,NF-ToN-IoT-v2
